"term_id"	"nAnno"	"nGroup"	"nOverlap"	"zscore"	"pvalue"	"adjp"	"term_name"	"term_namespace"	"term_distance"	"members"
"GO:0032786"	14	315	6	4.19	0.00014	0.002	"positive regulation of DNA-dependent transcription, elongation"	"biological_process"	" 7"	"PF00487,PF04083,PF00657,PF01764,PF02450,PF02544"
"GO:0034243"	14	315	6	4.19	0.00014	0.002	"regulation of transcription elongation from RNA polymerase II promoter"	"biological_process"	"10"	"PF00487,PF04083,PF00657,PF01764,PF02450,PF02544"
"GO:0032968"	14	315	6	4.19	0.00014	0.002	"positive regulation of transcription elongation from RNA polymerase II promoter"	"biological_process"	"11"	"PF00487,PF04083,PF00657,PF01764,PF02450,PF02544"
"GO:0006950"	186	315	33	3.8	0.00015	0.002	"response to stress"	"biological_process"	" 2"	"PF00171,PF04909,PF07859,PF00201,PF00266,PF00289,PF00389,PF00378,PF02771,PF02803,PF01063,PF01083,PF01144,PF00501,PF03583,PF00701,PF00849,PF15454,PF00857,PF00884,PF00871,PF00920,PF01546,PF01553,PF01557,PF01612,PF08241,PF01842,PF04828,PF00106,PF00108,PF07819,PF03127"
"GO:0009108"	206	315	35	3.64	0.00025	0.0032	"coenzyme biosynthetic process"	"biological_process"	" 5"	"PF00150,PF06087,PF00233,PF00295,PF00349,PF00331,PF00332,PF00370,PF02782,PF01035,PF03441,PF01055,PF00512,PF09302,PF00620,PF11799,PF01263,PF01253,PF00722,PF00728,PF00734,PF00704,PF03727,PF00752,PF01380,PF00817,PF02065,PF01522,PF00933,PF13426,PF03033,PF00128,PF01915,PF13580,PF03145"
"GO:0051188"	230	315	38	3.61	0.00026	0.0032	"cofactor biosynthetic process"	"biological_process"	" 4"	"PF00150,PF06087,PF00233,PF00295,PF00348,PF00349,PF00331,PF00332,PF00370,PF02782,PF01035,PF03441,PF01055,PF00512,PF09302,PF00620,PF11799,PF01263,PF01253,PF00722,PF00728,PF00734,PF00704,PF03727,PF00752,PF01380,PF00817,PF15454,PF02065,PF01522,PF00933,PF04636,PF13426,PF03033,PF00128,PF01915,PF13580,PF03145"
"GO:0032784"	16	315	6	3.76	4e-04	0.0047	"regulation of DNA-dependent transcription, elongation"	"biological_process"	" 9"	"PF00487,PF04083,PF00657,PF01764,PF02450,PF02544"
"GO:0010604"	38	315	10	3.47	0.00067	0.0074	"positive regulation of macromolecule metabolic process"	"biological_process"	" 5"	"PF06293,PF00487,PF04083,PF11744,PF00657,PF01645,PF01764,PF01755,PF02450,PF02544"
"GO:0006732"	217	315	35	3.3	0.00071	0.0076	"coenzyme metabolic process"	"biological_process"	" 4"	"PF00150,PF06087,PF00233,PF00295,PF00349,PF00331,PF00332,PF00370,PF02782,PF01035,PF03441,PF01055,PF00512,PF09302,PF00620,PF11799,PF01263,PF01253,PF00722,PF00728,PF00734,PF00704,PF03727,PF00752,PF01380,PF00817,PF02065,PF01522,PF00933,PF13426,PF03033,PF00128,PF01915,PF13580,PF03145"
"GO:0018143"	13	315	5	3.5	0.00076	0.0079	"nucleic acid-protein covalent cross-linking"	"biological_process"	" 7"	"PF00403,PF01212,PF00710,PF01544,PF02535"
"GO:0009893"	39	315	10	3.38	0.00085	0.0081	"positive regulation of metabolic process"	"biological_process"	" 4"	"PF06293,PF00487,PF04083,PF11744,PF00657,PF01645,PF01764,PF01755,PF02450,PF02544"
"GO:0031325"	39	315	10	3.38	0.00085	0.0081	"positive regulation of cellular metabolic process"	"biological_process"	" 5"	"PF06293,PF00487,PF04083,PF11744,PF00657,PF01645,PF01764,PF01755,PF02450,PF02544"
"GO:0051173"	18	315	6	3.39	0.00095	0.0082	"positive regulation of nitrogen compound metabolic process"	"biological_process"	" 5"	"PF00487,PF04083,PF00657,PF01764,PF02450,PF02544"
"GO:0051254"	18	315	6	3.39	0.00095	0.0082	"positive regulation of RNA metabolic process"	"biological_process"	" 6"	"PF00487,PF04083,PF00657,PF01764,PF02450,PF02544"
"GO:0045935"	18	315	6	3.39	0.00095	0.0082	"positive regulation of nucleobase-containing compound metabolic process"	"biological_process"	" 6"	"PF00487,PF04083,PF00657,PF01764,PF02450,PF02544"
"GO:0051186"	258	315	39	3.05	0.0014	0.012	"cofactor metabolic process"	"biological_process"	" 3"	"PF00150,PF06087,PF00233,PF00295,PF07994,PF00348,PF00349,PF00331,PF00332,PF00370,PF02782,PF01035,PF03441,PF01055,PF00512,PF09302,PF00620,PF11799,PF01263,PF01253,PF00722,PF00728,PF00734,PF00704,PF03727,PF00752,PF01380,PF00817,PF15454,PF02065,PF01522,PF00933,PF04636,PF13426,PF03033,PF00128,PF01915,PF13580,PF03145"
"GO:0006357"	19	315	6	3.23	0.0014	0.012	"regulation of transcription from RNA polymerase II promoter"	"biological_process"	" 9"	"PF00487,PF04083,PF00657,PF01764,PF02450,PF02544"
"GO:0051716"	260	315	39	3	0.0017	0.013	"cellular response to stimulus"	"biological_process"	" 2"	"PF00160,PF00171,PF10744,PF04909,PF07859,PF00201,PF00266,PF00289,PF00389,PF00378,PF02771,PF02803,PF01063,PF06367,PF01083,PF01144,PF00501,PF00701,PF09637,PF02040,PF15454,PF00857,PF00884,PF00871,PF00920,PF01546,PF01553,PF01557,PF01612,PF07544,PF01670,PF08241,PF01842,PF05397,PF04828,PF00106,PF00108,PF07819,PF03127"
"GO:0044710"	1076	315	127	2.82	0.0022	0.017	"single-organism metabolic process"	"biological_process"	" 2"	"PF00160,PF00164,PF13640,PF00189,PF00171,PF00174,PF00175,PF06087,PF04904,PF02558,PF03152,PF02627,PF03222,PF08545,PF08546,PF08501,PF05577,PF07992,PF07994,PF00326,PF00348,PF02668,PF07955,PF05690,PF02737,PF02738,PF00355,PF00389,PF00441,PF02765,PF01019,PF01035,PF02770,PF02771,PF02826,PF13851,PF03441,PF03446,PF01095,PF00465,PF03435,PF00459,PF00488,PF03404,PF00478,PF06371,PF09302,PF01073,PF01077,PF01118,PF01119,PF03460,PF02872,PF02877,PF02902,PF00578,PF01180,PF00615,PF04106,PF00648,PF01210,PF01243,PF05995,PF00667,PF11799,PF01266,PF01253,PF00724,PF00725,PF01283,PF07156,PF00743,PF00732,PF07247,PF03720,PF03721,PF00752,PF00775,PF00817,PF00849,PF01412,PF01442,PF01432,PF10163,PF15454,PF04444,PF11960,PF00941,PF02127,PF08022,PF08030,PF08031,PF13241,PF01593,PF02190,PF00984,PF01565,PF01625,PF01645,PF05190,PF05192,PF05197,PF05199,PF12740,PF03972,PF05188,PF04636,PF10417,PF01735,PF08240,PF01799,PF00026,PF01756,PF01786,PF07714,PF13520,PF03033,PF00067,PF00069,PF00080,PF00082,PF00070,PF00136,PF03060,PF00107,PF07847,PF03145"
"GO:0006006"	11	315	4	2.99	0.0024	0.018	"glucose metabolic process"	"biological_process"	" 7"	"PF00462,PF04199,PF10262,PF00085"
"GO:0090407"	194	315	30	2.79	0.0031	0.022	"organophosphate biosynthetic process"	"biological_process"	" 4"	"PF00150,PF00233,PF03152,PF00295,PF08545,PF00349,PF00331,PF00332,PF00370,PF02782,PF01055,PF00512,PF00620,PF00615,PF01263,PF00722,PF00728,PF00734,PF00704,PF03727,PF01380,PF02065,PF01522,PF00933,PF13426,PF03033,PF00128,PF01915,PF13580,PF03145"
"GO:0009891"	35	315	8	2.64	0.005	0.033	"positive regulation of biosynthetic process"	"biological_process"	" 5"	"PF06293,PF00487,PF04083,PF00657,PF01764,PF01755,PF02450,PF02544"
"GO:0010557"	35	315	8	2.64	0.005	0.033	"positive regulation of macromolecule biosynthetic process"	"biological_process"	" 6"	"PF06293,PF00487,PF04083,PF00657,PF01764,PF01755,PF02450,PF02544"
"GO:0031328"	35	315	8	2.64	0.005	0.033	"positive regulation of cellular biosynthetic process"	"biological_process"	" 6"	"PF06293,PF00487,PF04083,PF00657,PF01764,PF01755,PF02450,PF02544"
"GO:0035556"	25	315	6	2.42	0.0079	0.052	"intracellular signal transduction"	"biological_process"	" 5"	"PF10744,PF09637,PF02040,PF15454,PF07544,PF05397"
"GO:0006213"	20	315	5	2.31	0.0096	0.06	"pyrimidine nucleoside metabolic process"	"biological_process"	" 5"	"PF00488,PF01119,PF05190,PF05192,PF05188"
"GO:0019318"	20	315	5	2.31	0.0096	0.06	"hexose metabolic process"	"biological_process"	" 6"	"PF00462,PF04199,PF10262,PF02421,PF00085"
"GO:0019748"	17	315	4	1.93	0.019	0.12	"secondary metabolic process"	"biological_process"	" 3"	"PF01019,PF13851,PF15454,PF04636"
"GO:0005996"	30	315	6	1.91	0.022	0.13	"monosaccharide metabolic process"	"biological_process"	" 5"	"PF00462,PF04199,PF10262,PF02353,PF02421,PF00085"
"GO:0015698"	12	315	3	1.79	0.023	0.13	"inorganic anion transport"	"biological_process"	" 7"	"PF00282,PF00463,PF02133"
"GO:0006811"	156	315	22	1.89	0.026	0.15	"ion transport"	"biological_process"	" 5"	"PF00155,PF00282,PF00324,PF02719,PF00494,PF03446,PF00463,PF00534,PF03547,PF00551,PF00664,PF03600,PF10186,PF01544,PF01545,PF02133,PF12658,PF07690,PF01761,PF00083,PF02535,PF08449"
"GO:0048878"	13	315	3	1.63	0.031	0.17	"chemical homeostasis"	"biological_process"	" 4"	"PF06325,PF01210,PF01648"
"GO:0042325"	13	315	3	1.63	0.031	0.17	"regulation of phosphorylation"	"biological_process"	" 7"	"PF11744,PF01384,PF01645"
"GO:0032270"	20	315	4	1.56	0.038	0.18	"positive regulation of cellular protein metabolic process"	"biological_process"	" 6"	"PF06293,PF11744,PF01645,PF01755"
"GO:0051247"	20	315	4	1.56	0.038	0.18	"positive regulation of protein metabolic process"	"biological_process"	" 6"	"PF06293,PF11744,PF01645,PF01755"
"GO:0034641"	769	315	87	1.71	0.039	0.18	"cellular nitrogen compound metabolic process"	"biological_process"	" 3"	"PF00150,PF00170,PF00171,PF00172,PF04909,PF07859,PF00201,PF03152,PF07926,PF00295,PF08545,PF00266,PF00289,PF03200,PF07994,PF00320,PF00348,PF00349,PF00331,PF00332,PF02666,PF05690,PF02737,PF00360,PF00389,PF00370,PF00378,PF02765,PF02782,PF02771,PF02803,PF01063,PF00488,PF01055,PF01083,PF05834,PF01119,PF01144,PF00501,PF00621,PF00615,PF00616,PF00618,PF01263,PF01253,PF00722,PF00725,PF00728,PF00734,PF00701,PF00704,PF03727,PF01380,PF01442,PF15454,PF00857,PF00884,PF00871,PF00920,PF02065,PF00916,PF01522,PF00933,PF01546,PF00989,PF01553,PF01557,PF05190,PF05192,PF02200,PF05188,PF04636,PF02311,PF01735,PF08241,PF02390,PF01842,PF07716,PF03033,PF04828,PF00128,PF01915,PF00106,PF00108,PF13580,PF08446,PF03145"
"GO:0044093"	14	315	3	1.48	0.04	0.18	"positive regulation of molecular function"	"biological_process"	" 3"	"PF11744,PF03824,PF01592"
"GO:0043085"	14	315	3	1.48	0.04	0.18	"positive regulation of catalytic activity"	"biological_process"	" 4"	"PF11744,PF03824,PF01592"
"GO:0060968"	14	315	3	1.48	0.04	0.18	"regulation of gene silencing"	"biological_process"	" 4"	"PF00503,PF00001,PF00002"
"GO:0060966"	14	315	3	1.48	0.04	0.18	"regulation of gene silencing by RNA"	"biological_process"	" 5"	"PF00503,PF00001,PF00002"
"GO:0060969"	14	315	3	1.48	0.04	0.18	"negative regulation of gene silencing"	"biological_process"	" 5"	"PF00503,PF00001,PF00002"
"GO:0060967"	14	315	3	1.48	0.04	0.18	"negative regulation of gene silencing by RNA"	"biological_process"	" 6"	"PF00503,PF00001,PF00002"
"GO:0006355"	34	315	6	1.57	0.041	0.18	"regulation of transcription, DNA-dependent"	"biological_process"	" 6"	"PF00487,PF04083,PF00657,PF01764,PF02450,PF02544"
"GO:0006835"	27	315	5	1.55	0.041	0.18	"dicarboxylic acid transport"	"biological_process"	" 9"	"PF00155,PF02719,PF00494,PF00534,PF00551"
"GO:0019637"	262	315	33	1.64	0.044	0.19	"organophosphate metabolic process"	"biological_process"	" 3"	"PF00150,PF00233,PF03152,PF00295,PF08545,PF00349,PF00331,PF00332,PF00370,PF02765,PF02782,PF01055,PF00512,PF02877,PF00620,PF00615,PF01263,PF00722,PF00728,PF00734,PF00704,PF03727,PF01380,PF02065,PF01522,PF00933,PF03972,PF13426,PF03033,PF00128,PF01915,PF13580,PF03145"
"GO:0006796"	262	315	33	1.64	0.044	0.19	"phosphate-containing compound metabolic process"	"biological_process"	" 4"	"PF00150,PF00233,PF03152,PF00295,PF08545,PF00349,PF00331,PF00332,PF00370,PF02765,PF02782,PF01055,PF00512,PF02877,PF00620,PF00615,PF01263,PF00722,PF00728,PF00734,PF00704,PF03727,PF01380,PF02065,PF01522,PF00933,PF03972,PF13426,PF03033,PF00128,PF01915,PF13580,PF03145"
"GO:0019438"	253	315	32	1.64	0.044	0.19	"aromatic compound biosynthetic process"	"biological_process"	" 4"	"PF00150,PF03152,PF03222,PF00295,PF08545,PF00348,PF00349,PF00331,PF00332,PF00370,PF02782,PF01055,PF00615,PF01263,PF01253,PF00722,PF00728,PF00734,PF00704,PF03727,PF01380,PF01442,PF15454,PF02065,PF01522,PF00933,PF13520,PF03033,PF00128,PF01915,PF13580,PF03145"
"GO:0044271"	254	315	32	1.61	0.046	0.19	"cellular nitrogen compound biosynthetic process"	"biological_process"	" 4"	"PF00150,PF03152,PF00295,PF08545,PF03200,PF00348,PF00349,PF00331,PF00332,PF00370,PF02782,PF01055,PF00615,PF01263,PF01253,PF00722,PF00728,PF00734,PF00704,PF03727,PF01380,PF01442,PF15454,PF02065,PF01522,PF00933,PF04636,PF03033,PF00128,PF01915,PF13580,PF03145"
"GO:0048513"	15	315	3	1.35	0.05	0.2	"organ development"	"biological_process"	" 3"	"PF05995,PF00782,PF00102"
"GO:0019222"	158	315	21	1.55	0.05	0.2	"regulation of metabolic process"	"biological_process"	" 3"	"PF02560,PF02686,PF06202,PF06293,PF00487,PF04083,PF00616,PF00618,PF11744,PF00657,PF01384,PF03824,PF01534,PF01592,PF01645,PF04724,PF01764,PF01755,PF02450,PF07819,PF02544"
"GO:0018130"	247	315	31	1.56	0.051	0.2	"heterocycle biosynthetic process"	"biological_process"	" 4"	"PF00150,PF03152,PF00295,PF08545,PF00348,PF00349,PF00331,PF00332,PF00370,PF02782,PF13851,PF01055,PF00615,PF01263,PF01253,PF00722,PF00728,PF00734,PF00704,PF03727,PF01380,PF01442,PF15454,PF02065,PF01522,PF00933,PF03033,PF00128,PF01915,PF13580,PF03145"
"GO:0048522"	74	315	11	1.51	0.051	0.2	"positive regulation of cellular process"	"biological_process"	" 4"	"PF06293,PF00487,PF04083,PF11744,PF00657,PF04479,PF01645,PF01764,PF01755,PF02450,PF02544"
"GO:0051252"	36	315	6	1.41	0.054	0.21	"regulation of RNA metabolic process"	"biological_process"	" 5"	"PF00487,PF04083,PF00657,PF01764,PF02450,PF02544"
"GO:2001141"	36	315	6	1.41	0.054	0.21	"regulation of RNA biosynthetic process"	"biological_process"	" 6"	"PF00487,PF04083,PF00657,PF01764,PF02450,PF02544"
"GO:0060255"	108	315	15	1.49	0.055	0.21	"regulation of macromolecule metabolic process"	"biological_process"	" 4"	"PF02686,PF06293,PF00487,PF04083,PF00616,PF00618,PF11744,PF00657,PF01384,PF01645,PF04724,PF01764,PF01755,PF02450,PF02544"
